secteur;langue;nom_produit;prix_unitaire;unite;etiquette_unite;type
cleaning;nl;Regelmatige schoonmaak (uur);28.00;u;uur;service
cleaning;en;Regular cleaning (hour);28.00;h;hour;service
cleaning;de;Regelmäßige Reinigung (Stunde);28.00;h;stunde;service
cleaning;nl;Diepgaande schoonmaak;350.00;st;pakket;service
cleaning;en;Deep cleaning;350.00;pc;package;service
cleaning;de;Tiefenreinigung;350.00;st;paket;service
cleaning;nl;Ramen wassen;85.00;st;pakket;service
cleaning;en;Window cleaning;85.00;pc;package;service
cleaning;de;Fensterreinigung;85.00;st;paket;service
cleaning;nl;Tapijt reinigen;120.00;st;pakket;service
cleaning;en;Carpet cleaning;120.00;pc;package;service
cleaning;de;Teppichreinigung;120.00;st;paket;service
cleaning;nl;Desinfectie;150.00;st;pakket;service
cleaning;en;Disinfection;150.00;pc;package;service
cleaning;de;Desinfektion;150.00;st;paket;service
cleaning;nl;Nabouw schoonmaak;450.00;st;pakket;service
cleaning;en;Post-construction cleaning;450.00;pc;package;service
cleaning;de;Nachbaureinigung;450.00;st;paket;service
cleaning;nl;Ecologische schoonmaak;32.00;u;uur;service
cleaning;en;Eco cleaning;32.00;h;hour;service
cleaning;de;Ökoreinigung;32.00;h;stunde;service
cleaning;nl;Ecologische producten (set);45.00;st;set;service
cleaning;en;Eco products (kit);45.00;pc;kit;service
cleaning;de;Öko-Produkte (Set);45.00;st;set;service
cleaning;nl;Professionele stofzuiger;15.00;st;verhuur;service
cleaning;en;Professional vacuum;15.00;pc;rental;service
cleaning;de;Professioneller Staubsauger;15.00;st;vermietung;service
cleaning;nl;Tapijt shampoo;85.00;st;dienst;service
cleaning;en;Carpet shampoo;85.00;pc;service;service
cleaning;de;Teppichshampoo;85.00;st;dienstleistung;service
cleaning;nl;Vlekbescherming;65.00;st;behandeling;service
cleaning;en;Stain protection;65.00;pc;treatment;service
cleaning;de;Fleckenschutz;65.00;st;behandlung;service
cleaning;nl;Maandabonnement;280.00;maand;maand;service
cleaning;en;Monthly subscription;280.00;month;month;service
cleaning;de;Monatsabonnement;280.00;monat;monat;service
cleaning;nl;Weekabonnement;180.00;week;week;service
cleaning;en;Weekly subscription;180.00;week;week;service
cleaning;de;Wochenabonnement;180.00;woche;woche;service
cleaning;nl;Onverwachte schoonmaak;35.00;u;uur;service
cleaning;en;Unexpected cleaning;35.00;h;hour;service
cleaning;de;Unerwartete Reinigung;35.00;h;stunde;service
cleaning;nl;Ontruiming;150.00;st;pakket;service
cleaning;en;Clearance;150.00;pc;package;service
cleaning;de;Räumung;150.00;st;paket;service
gardening;nl;Gazon maaien (sessie);45.00;st;dienst;produit
gardening;en;Lawn mowing (session);45.00;pc;service;produit
gardening;de;Rasenmähen (Sitzung);45.00;st;dienstleistung;produit
gardening;nl;Heg knippen (meter);8.50;m;meter;produit
gardening;en;Hedge trimming (meter);8.50;m;meter;produit
gardening;de;Hecke schneiden (Meter);8.50;m;meter;produit
gardening;nl;Onkruid wieden (uur);32.00;u;uur;produit
gardening;en;Weeding (hour);32.00;h;hour;produit
gardening;de;Unkraut jäten (Stunde);32.00;h;stunde;produit
gardening;nl;Struik planten;35.00;st;stuk;produit
gardening;en;Shrub planting;35.00;pc;piece;produit
gardening;de;Strauch pflanzen;35.00;st;stück;produit
gardening;nl;Mulchen (m²);12.00;m2;m²;produit
gardening;en;Mulching (m²);12.00;m2;m²;produit
gardening;de;Mulchen (m²);12.00;m2;m²;produit
gardening;nl;Meststof (zak 20kg);18.50;st;zak;service
gardening;en;Fertilizer (bag 20kg);18.50;pc;bag;service
gardening;de;Dünger (Sack 20kg);18.50;st;sack;service
gardening;nl;Electrische grasmaaier;280.00;st;stuk;produit
gardening;en;Electric mower;280.00;pc;piece;produit
gardening;de;Elektrischer Rasenmäher;280.00;st;stück;produit
gardening;nl;Kantenmaaier;85.00;st;stuk;produit
gardening;en;Edge trimmer;85.00;pc;piece;produit
gardening;de;Kantenschneider;85.00;st;stück;produit
gardening;nl;Bladblazer;120.00;st;stuk;produit
gardening;en;Leaf blower;120.00;pc;piece;produit
gardening;de;Laubbläser;120.00;st;stück;produit
gardening;nl;Beregeningssysteem;450.00;st;pakket;produit
gardening;en;Irrigation system;450.00;pc;package;produit
gardening;de;Bewässerungssystem;450.00;st;paket;produit
gardening;nl;Boom snoeien;280.00;st;dienst;produit
gardening;en;Tree pruning;280.00;pc;service;produit
gardening;de;Baum beschneiden;280.00;st;dienstleistung;produit
gardening;nl;Tuinaanleg;1200.00;st;pakket;produit
gardening;en;Garden landscaping;1200.00;pc;package;produit
gardening;de;Gartengestaltung;1200.00;st;paket;produit
gardening;nl;Graszaad (kg);12.00;kg;kg;produit
gardening;en;Grass seeds (kg);12.00;kg;kg;produit
gardening;de;Grassamen (kg);12.00;kg;kg;produit
gardening;nl;Potgrond (zak 50L);8.50;st;zak;service
gardening;en;Potting soil (bag 50L);8.50;pc;bag;service
gardening;de;Blumenerde (Sack 50L);8.50;st;sack;service
gardening;nl;Maandelijks onderhoudsabonnement;180.00;maand;maand;produit
gardening;en;Monthly maintenance subscription;180.00;month;month;produit
gardening;de;Monatliches Wartungsabonnement;180.00;monat;monat;produit
photography;nl;Portret sessie;150.00;st;sessie;service
photography;en;Portrait session;150.00;pc;session;service
photography;de;Porträtsitzung;150.00;st;sitzung;service
photography;nl;Familie sessie;280.00;st;sessie;service
photography;en;Family session;280.00;pc;session;service
photography;de;Familiensitzung;280.00;st;sitzung;service
photography;nl;Newborn sessie;350.00;st;sessie;service
photography;en;Newborn session;350.00;pc;session;service
photography;de;Neugeborenen-Sitzung;350.00;st;sitzung;service
photography;nl;Evenement sessie;450.00;st;sessie;service
photography;en;Event session;450.00;pc;session;service
photography;de;Event-Sitzung;450.00;st;sitzung;service
photography;nl;Bruiloft (pakket);1800.00;st;pakket;service
photography;en;Wedding (package);1800.00;pc;package;service
photography;de;Hochzeit (Paket);1800.00;st;paket;service
photography;nl;Bedrijfsreportage;650.00;st;pakket;service
photography;en;Corporate reportage;650.00;pc;package;service
photography;de;Firmenreportage;650.00;st;paket;service
photography;nl;Productfoto (per product);35.00;st;foto;service
photography;en;Product photo (per product);35.00;pc;photo;service
photography;de;Produktfoto (pro Produkt);35.00;st;foto;service
photography;nl;Foto retoucheren;25.00;st;foto;service
photography;en;Photo retouching;25.00;pc;photo;service
photography;de;Fotoretusche;25.00;st;foto;service
photography;nl;Afdruk 20x30;18.00;st;afdruk;service
photography;en;Print 20x30;18.00;pc;print;service
photography;de;Abzug 20x30;18.00;st;abzug;service
photography;nl;Fotoalbum (20 pagina's);120.00;st;album;service
photography;en;Photo album (20 pages);120.00;pc;album;service
photography;de;Fotoalbum (20 Seiten);120.00;st;album;service
photography;nl;Fotolijst;45.00;st;stuk;service
photography;en;Photo frame;45.00;pc;piece;service
photography;de;Bilderrahmen;45.00;st;stück;service
photography;nl;Studio verhuur (uur);55.00;u;uur;service
photography;en;Studio rental (hour);55.00;h;hour;service
photography;de;Studiovermietung (Stunde);55.00;h;stunde;service
photography;nl;Privé fotocursus;65.00;u;uur;service
photography;en;Private photography course;65.00;h;hour;service
photography;de;Privater Fotokurs;65.00;h;stunde;service
photography;nl;Zakelijk abonnement;450.00;maand;maand;service
photography;en;Business subscription;450.00;month;month;service
photography;de;Geschäftsabonnement;450.00;monat;monat;service
fitness;nl;Maandabonnement;45.00;maand;maand;produit
fitness;en;Monthly subscription;45.00;month;month;produit
fitness;de;Monatsabonnement;45.00;monat;monat;produit
fitness;nl;Groepsles;12.00;st;les;produit
fitness;en;Group class;12.00;pc;class;produit
fitness;de;Gruppenkurs;12.00;st;kurs;produit
fitness;nl;Persoonlijke coaching;65.00;u;uur;produit
fitness;en;Personal coaching;65.00;h;hour;produit
fitness;de;Persönliches Coaching;65.00;h;stunde;produit
fitness;nl;Massage sessie;75.00;st;sessie;produit
fitness;en;Massage session;75.00;pc;session;produit
fitness;de;Massagesitzung;75.00;st;sitzung;produit
fitness;nl;Sauna + spa toegang;25.00;st;toegang;produit
fitness;en;Sauna + spa access;25.00;pc;access;produit
fitness;de;Sauna + Spa Zugang;25.00;st;zugang;produit
fitness;nl;Fitness evaluatie;35.00;st;evaluatie;produit
fitness;en;Fitness evaluation;35.00;pc;evaluation;produit
fitness;de;Fitness-Evaluierung;35.00;st;evaluierung;produit
fitness;nl;Gepersonaliseerd programma;85.00;st;programma;produit
fitness;en;Personalized program;85.00;pc;program;produit
fitness;de;Personalisiertes Programm;85.00;st;programm;produit
fitness;nl;Sportkleding;35.00;st;stuk;produit
fitness;en;Sportswear;35.00;pc;piece;produit
fitness;de;Sportbekleidung;35.00;st;stück;produit
fitness;nl;Proteïne shaker;8.50;st;stuk;produit
fitness;en;Protein shaker;8.50;pc;piece;produit
fitness;de;Protein-Shaker;8.50;st;stück;produit
fitness;nl;Proteïne reep;3.50;st;stuk;produit
fitness;en;Protein bar;3.50;pc;piece;produit
fitness;de;Proteinriegel;3.50;st;stück;produit
fitness;nl;Supplementen (pot);45.00;st;pot;produit
fitness;en;Supplements (jar);45.00;pc;jar;produit
fitness;de;Nahrungsergänzungsmittel (Dose);45.00;st;topf;produit
fitness;nl;Handdoek + badge;15.00;st;pakket;produit
fitness;en;Towel + badge;15.00;pc;pack;produit
fitness;de;Handtuch + Badge;15.00;st;paket;produit
fitness;nl;Yoga les;15.00;st;les;produit
fitness;en;Yoga class;15.00;pc;class;produit
fitness;de;Yoga-Kurs;15.00;st;kurs;produit
fitness;nl;Pilates les;15.00;st;les;produit
fitness;en;Pilates class;15.00;pc;class;produit
fitness;de;Pilates-Kurs;15.00;st;kurs;produit
fitness;nl;Jaarabonnement;450.00;jaar;jaar;produit
fitness;en;Annual subscription;450.00;year;year;produit
fitness;de;Jahresabonnement;450.00;jahr;jahr;produit
bakery;nl;Traditioneel stokbrood;1.20;st;stuk;produit
bakery;en;Traditional baguette;1.20;pc;piece;produit
bakery;de;Traditionelles Baguette;1.20;st;stück;produit
bakery;nl;Boter croissant;1.50;st;stuk;produit
bakery;en;Butter croissant;1.50;pc;piece;produit
bakery;de;Buttercroissant;1.50;st;stück;produit
bakery;nl;Boerenbrood (500g);3.80;st;stuk;service
bakery;en;Country bread (500g);3.80;pc;piece;service
bakery;de;Landbrot (500g);3.80;st;stück;service
bakery;nl;Appeltaart;12.50;st;stuk;produit
bakery;en;Apple tart;12.50;pc;piece;produit
bakery;de;Apfelkuchen;12.50;st;stück;produit
bakery;nl;Chocolade éclair;3.20;st;stuk;produit
bakery;en;Chocolate éclair;3.20;pc;piece;produit
bakery;de;Schokoladen-Eclair;3.20;st;stück;produit
bakery;nl;Assortiment macarons;2.50;st;stuk;produit
bakery;en;Assorted macarons;2.50;pc;piece;produit
bakery;de;Gemischte Macarons;2.50;st;stück;produit
bakery;nl;Gevlochten brioche;6.90;st;stuk;produit
bakery;en;Braided brioche;6.90;pc;piece;produit
bakery;de;Geflochtene Brioche;6.90;st;stück;produit
bakery;nl;Quiche Lorraine;14.00;st;stuk;produit
bakery;en;Lorraine quiche;14.00;pc;piece;produit
bakery;de;Quiche Lorraine;14.00;st;stück;produit
bakery;nl;Bloem T55 (1kg);1.80;st;zak;produit
bakery;en;Flour T55 (1kg);1.80;pc;bag;produit
bakery;de;Mehl T55 (1kg);1.80;st;sack;produit
bakery;nl;Driekoningentaart (6 pers);22.00;st;stuk;produit
bakery;en;Kings' cake (6 pers);22.00;pc;piece;produit
bakery;de;Dreikönigskuchen (6 Pers.);22.00;st;stück;produit
bakery;nl;Ham-boter sandwich;4.50;st;stuk;produit
bakery;en;Ham-butter sandwich;4.50;pc;piece;produit
bakery;de;Schinken-Butter-Sandwich;4.50;st;stück;produit
bakery;nl;Tompouce;4.80;st;stuk;produit
bakery;en;Mille-feuille;4.80;pc;piece;produit
bakery;de;Mille-feuille;4.80;st;stück;produit
bakery;nl;Vruchtentaartje;3.90;st;stuk;produit
bakery;en;Fruit tartlet;3.90;pc;piece;produit
bakery;de;Obsttörtchen;3.90;st;stück;produit
bakery;nl;Glutenvrij brood;5.50;st;stuk;produit
bakery;en;Gluten-free bread;5.50;pc;piece;produit
bakery;de;Glutenfreies Brot;5.50;st;stück;produit
bakery;nl;Warme chocolademelk;3.00;st;kop;produit
bakery;en;Hot chocolate;3.00;pc;cup;produit
bakery;de;Heiße Schokolade;3.00;st;tasse;produit
restaurant;nl;Dagmenu (voorgerecht+hoofdgerecht+dessert);18.50;st;menu;service
restaurant;en;Daily menu (starter+main+dessert);18.50;pc;menu;service
restaurant;de;Tagesmenü (Vorspeise+Hauptgericht+Dessert);18.50;st;menü;service
restaurant;nl;Dagschotel;14.00;st;gerecht;service
restaurant;en;Daily special;14.00;pc;dish;service
restaurant;de;Tagesgericht;14.00;st;gericht;service
restaurant;nl;Huisgemaakt voorgerecht;9.50;st;voorgerecht;service
restaurant;en;Homemade starter;9.50;pc;starter;service
restaurant;de;Hausgemachte Vorspeise;9.50;st;vorspeise;service
restaurant;nl;Dessert van de chef;8.50;st;dessert;service
restaurant;en;Chef's dessert;8.50;pc;dessert;service
restaurant;de;Dessert des Küchenchefs;8.50;st;dessert;service
restaurant;nl;Huisgemaakte drank;4.50;st;glas;service
restaurant;en;Homemade drink;4.50;pc;glass;service
restaurant;de;Hausgemachtes Getränk;4.50;st;glas;service
restaurant;nl;Kindermenu;12.00;st;menu;service
restaurant;en;Kids menu;12.00;pc;menu;service
restaurant;de;Kindermenü;12.00;st;menü;service
restaurant;nl;Lunchformule;16.00;st;formule;service
restaurant;en;Lunch formula;16.00;pc;formula;service
restaurant;de;Mittagsformel;16.00;st;formel;service
restaurant;nl;Wijnfles (75cl);25.00;st;fles;service
restaurant;en;Wine bottle (75cl);25.00;pc;bottle;service
restaurant;de;Weinflasche (75cl);25.00;st;flasche;service
restaurant;nl;Glas wijn;6.00;st;glas;service
restaurant;en;Glass of wine;6.00;pc;glass;service
restaurant;de;Weinglas;6.00;st;glas;service
restaurant;nl;Koffie met zoetigheden;7.50;st;bord;service
restaurant;en;Gourmet coffee;7.50;pc;plate;service
restaurant;de;Gourmet-Kaffee;7.50;st;teller;service
restaurant;nl;Kaasschotel;11.00;st;bord;service
restaurant;en;Cheese platter;11.00;pc;plate;service
restaurant;de;Käseteller;11.00;st;teller;service
restaurant;nl;Composed salade;13.50;st;salade;service
restaurant;en;Composed salad;13.50;pc;salad;service
restaurant;de;Zusammengestellter Salat;13.50;st;salat;service
restaurant;nl;Pizza van de dag;12.00;st;pizza;service
restaurant;en;Pizza of the day;12.00;pc;pizza;service
restaurant;de;Pizza des Tages;12.00;st;pizza;service
restaurant;nl;Huisgemaakte burger;15.50;st;burger;service
restaurant;en;Homemade burger;15.50;pc;burger;service
restaurant;de;Hausgemachter Burger;15.50;st;burger;service
restaurant;nl;Thee/koffie;3.50;st;kop;service
restaurant;en;Tea/coffee;3.50;pc;cup;service
restaurant;de;Tee/Kaffee;3.50;st;tasse;service
retail;nl;Promotie artikel;15.99;st;stuk;produit
retail;en;Promotional item;15.99;pc;piece;produit
retail;de;Aktionsartikel;15.99;st;stück;produit
retail;nl;Trendy product;29.99;st;stuk;produit
retail;en;Trending product;29.99;pc;piece;produit
retail;de;Trendprodukt;29.99;st;stück;produit
retail;nl;Mode accessoire;12.50;st;stuk;produit
retail;en;Fashion accessory;12.50;pc;piece;produit
retail;de;Modeaccessoire;12.50;st;stück;produit
retail;nl;Huishoudelijk apparaat;89.00;st;stuk;produit
retail;en;Home appliance;89.00;pc;piece;produit
retail;de;Haushaltsgerät;89.00;st;stück;produit
retail;nl;Schoonheidsproduct;24.90;st;stuk;produit
retail;en;Beauty product;24.90;pc;piece;produit
retail;de;Schönheitsprodukt;24.90;st;stück;produit
retail;nl;Decoratie artikel;35.00;st;stuk;produit
retail;en;Decoration item;35.00;pc;piece;produit
retail;de;Dekoartikel;35.00;st;stück;produit
retail;nl;Boek;18.50;st;boek;produit
retail;en;Book;18.50;pc;book;produit
retail;de;Buch;18.50;st;buch;produit
retail;nl;Speelgoed;22.99;st;stuk;produit
retail;en;Toy;22.99;pc;piece;produit
retail;de;Spielzeug;22.99;st;stück;produit
retail;nl;Sportartikel;45.00;st;stuk;produit
retail;en;Sports item;45.00;pc;piece;produit
retail;de;Sportartikel;45.00;st;stück;produit
retail;nl;Voedingsproduct (kg);8.50;kg;kg;produit
retail;en;Food product (kg);8.50;kg;kg;produit
retail;de;Lebensmittel (kg);8.50;kg;kg;produit
retail;nl;Kantoorartikel;5.99;st;stuk;produit
retail;en;Stationery item;5.99;pc;piece;produit
retail;de;Schreibwarenartikel;5.99;st;stück;produit
retail;nl;Elektronisch accessoire;19.90;st;stuk;produit
retail;en;Electronic accessory;19.90;pc;piece;produit
retail;de;Elektronisches Zubehör;19.90;st;stück;produit
retail;nl;Textiel artikel;39.99;st;stuk;produit
retail;en;Textile item;39.99;pc;piece;produit
retail;de;Textilartikel;39.99;st;stück;produit
retail;nl;Huishoudproduct;7.50;st;stuk;produit
retail;en;Household product;7.50;pc;piece;produit
retail;de;Haushaltsprodukt;7.50;st;stück;produit
retail;nl;Cadeau artikel;14.90;st;stuk;produit
retail;en;Gift item;14.90;pc;piece;produit
retail;de;Geschenkartikel;14.90;st;stück;produit
it;nl;Laptop;899.00;st;eenheid;produit
it;en;Laptop;899.00;pc;unit;produit
it;de;Laptop;899.00;st;einheit;produit
it;nl;Draadloze muis;29.99;st;stuk;produit
it;en;Wireless mouse;29.99;pc;piece;produit
it;de;Kabellose Maus;29.99;st;stück;produit
it;nl;Mechanisch toetsenbord;89.00;st;stuk;produit
it;en;Mechanical keyboard;89.00;pc;piece;produit
it;de;Mechanische Tastatur;89.00;st;stück;produit
it;nl;27 inch scherm;299.00;st;scherm;produit
it;en;"27"" screen";299.00;pc;screen;produit
it;de;27-Zoll-Bildschirm;299.00;st;bildschirm;produit
it;nl;Externe harde schijf (1TB);65.00;st;schijf;produit
it;en;External hard drive (1TB);65.00;pc;drive;produit
it;de;Externe Festplatte (1TB);65.00;st;laufwerk;produit
it;nl;Antivirus software (1 jaar);49.90;st;licentie;produit
it;en;Antivirus software (1 year);49.90;pc;license;produit
it;de;Antivirus-Software (1 Jahr);49.90;st;lizenz;produit
it;nl;HDMI kabel 2m;12.90;st;kabel;produit
it;en;HDMI cable 2m;12.90;pc;cable;produit
it;de;HDMI-Kabel 2m;12.90;st;kabel;produit
it;nl;HD webcam;59.00;st;webcam;produit
it;en;HD webcam;59.00;pc;webcam;produit
it;de;HD-Webcam;59.00;st;webcam;produit
it;nl;Hoofdtelefoon;79.90;st;hoofdtelefoon;produit
it;en;Headphones;79.90;pc;headset;produit
it;de;Kopfhörer;79.90;st;kopfhörer;produit
it;nl;Software installatie;75.00;u;uur;produit
it;en;Software installation;75.00;h;hour;produit
it;de;Software-Installation;75.00;h;stunde;produit
it;nl;Computer onderhoud;85.00;u;uur;produit
it;en;Computer maintenance;85.00;h;hour;produit
it;de;Computerwartung;85.00;h;stunde;produit
